CityId,X,Y
0,316.836739061509,2202.34070733524
1,4377.40597216624,336.602082171235
2,3454.15819771172,2820.05301124811
3,4688.09929763477,2935.89805580997
4,1010.69695174829,3236.75098902635
5,2474.23087705802,1435.51465103355
6,1029.27779539904,2721.80095181828
7,3408.8876850978,199.585793110095
8,1304.00612486516,2657.4272464147
9,4211.52572520278,2294.59520756053
10,297.575457744177,1952.54848604431
11,2052.11650024281,578.293526079925
12,2645.07717644239,2717.83877166413
13,965.611152018858,1067.73428090237
14,454.988722651848,1217.67099258848
15,3369.34492707069,1504.60374044762
16,4944.05945305232,2326.33818945225
17,4313.20756342998,2800.43842336279
18,2352.74364731271,2489.9395290843
19,3033.17960713895,515.217613072276
20,3421.86596559975,1597.52698458016
21,4326.66757075559,1607.37870736057
22,1383.88449368245,3167.74721022932
23,3633.8157277756,2889.99516742742
24,3694.08227949049,734.949756639724
25,4646.26699849733,2884.58921856758
26,4587.09486890759,713.341440806105
27,4310.14227481823,3267.64652774911
28,2781.42032039419,3315.1681322408
29,793.107933070054,1250.69790683286
30,2096.37798927476,30.5978946723449
31,4784.96940858008,2161.9786352109
32,4770.63392741088,2468.55460799017
33,4841.0564197797,2829.18659357015
34,795.240768406352,2996.28193820442
35,3304.12163927154,26.3903305072922
36,2698.10714285714,1635.41369458499
37,2681.19346294378,888.759215029738
38,2691.87882046871,1698.43748725319
39,1765.70445289268,2043.83034015904
40,3110.04218056469,1612.56209302348
41,2856.64518384702,1601.13448201198
42,3025.16681425262,349.731944746821
43,4365.67242174725,2009.38783950011
44,2786.7267397884,1374.79135235153
45,2744.0749589069,65.2390862452603
46,75.1258216861128,3116.36326758552
47,4065.57652338884,1828.01338689007
48,3103.21867349923,2181.82781969239
49,4798.7430137399,2070.47767378303
50,5097.59358928402,2123.33802818142
51,4466.29719885251,1528.34951978717
52,861.294052498816,2709.92209429701
53,2653.10197005651,994.42533042939
54,4297.85865323775,3109.76477182228
55,301.141495982181,2794.84867580278
56,4980.96025926499,2716.39605129616
57,4314.01768160673,297.179955475347
58,4379.39456399945,1608.62534787208
59,4426.29707900608,595.230645888941
60,2751.42327020618,2103.51984381703
61,1422.07322299298,2153.73958019015
62,2363.96153846154,1392.24885942016
63,4391.29260941259,290.256786748468
64,438.749616399983,1192.23988505254
65,4472.72713687405,2620.72344611585
66,3147.18528137675,2696.02471131677
67,2408.34906645351,3099.48274740725
68,2910.19070213457,1449.18295640084
69,4482.91874457511,1286.87804430114
70,2604.63103166266,1094.10801851679
71,3254.94785001659,2519.08991384729
72,4719.34663259762,1994.30369301161
73,134.054141671152,2631.81362355627
74,5033.00861990145,2344.46886208914
75,4194.34405157714,2029.21242375372
76,2539.99750479341,1459.53665344344
77,4837.3216571418,3233.70441068392
78,3362.3952214301,1018.48523588794
79,2278.90747565713,1253.46657020019
80,164.417376770454,3049.56836376305
81,2761.96741456801,163.833361271628
82,1372.65479478886,1172.86937013192
83,4176.18931137119,2737.32275853336
84,4544.58878717582,2833.09487980575
85,3649.71396101988,3028.6218857558
86,297.157210012074,2315.59234839348
87,1808.18418289567,1437.43627077367
88,3109.69281910558,2017.93846825479
89,3972.87061975029,2804.60848481106
90,4479.45567319565,1816.85985783485
91,3387.93248278808,2712.23021727757
92,3050.97747830715,1436.10618708775
93,1611.38526595985,3194.49423984465
94,4504.73949487129,337.155991677579
95,4627.24060926145,1537.16126535512
96,3823.10871162514,860.310754305924
97,4767.71754570483,2001.32781259338
98,4708.42732032272,2518.35595331495
99,904.298561722123,1215.39735523841
100,1735.79054051332,330.844475993137
101,1805.9567023981,1249.27414623833
102,4465.92358605916,283.59376368983
103,2540.80004201081,2.61357921621993
104,500.481217057265,3115.0528922511
105,3642.66898734423,2188.99628198625
106,3379.85933422022,2929.78878042888
107,2743.84370393501,529.294583309123
108,517.888992074779,1507.52317433311
109,246.035041622657,2844.62481476468
110,3665.73373596452,750.334004795636
111,4193.95840164344,2793.52037882311
112,2120.92061260091,1268.62494054415
113,2980.55026600838,27.310345365298
114,1183.05498504527,2540.59674435233
115,4586.79293621004,3395.00674647109
116,587.718139927999,3388.72631814684
117,1950.35136558054,77.4257094794875
118,4444.75104447615,802.735453358798
119,1360.29281114871,2975.15677682174
120,2697.09386394373,1437.90395295805
121,109.479465961705,2744.75413913524
122,2951.07607917834,1617.44682867182
123,3105.31589494524,3151.58189767381
124,3059.15558289972,2427.41200342734
125,95.403746591473,2745.10689043886
126,3445.98063939644,1825.74528783529
127,5028.19359928747,1964.53022021617
128,3671.21975194436,3128.62481689798
129,209.816403488641,3224.07028347278
130,2702.93770492275,3341.36428190614
131,3896.39156760253,2078.06096000801
132,312.365364894475,1725.20019141685
133,4866.72897993955,1683.72512423299
134,2870.54171491913,30.7321428869377
135,2069.12010817904,362.030760720722
136,1329.8400967308,3127.41551928191
137,4369.97671032932,2409.5875199172
138,2886.90212488295,1515.38553035368
139,614.831595086745,3029.44938905736
140,4087.40042458466,3199.37396471307
141,835.308125824612,2519.47472547485
142,1499.07383426404,175.009438299227
143,2579.46832671133,916.614105257252
144,106.861431066841,2352.80340679874
145,3243.36936733194,1842.79840941101
146,2813.22325066804,242.234054050085
147,2386.10065057819,2894.27195908844
148,4537.10781045789,677.476730234028
149,3105.74755905473,1192.47014797304
150,1147.99423752477,2612.70832787605
151,1386.87492262652,2051.30007790405
152,1633.16187296077,2199.51495691059
153,2990.1891849021,8.50303645886333
154,2743.09380439421,888.393349016055
155,4477.25127101315,409.325893170456
156,4331.25031527426,328.682067273236
157,937.691826598033,2777.3345091833
158,656.836146274636,2089.76937300036
159,4663.07524052341,2278.15262809849
160,4864.28821102712,2735.36852129251
161,1157.8294002734,1243.534798185
162,2207.00124748144,1275.56398779138
163,4866.34048548721,2405.82025494878
164,4671.37575932849,1679.75588614011
165,461.809686837729,947.768376911059
166,883.299941694507,1230.94395304373
167,2976.66187607785,383.511078065363
168,2580.08919727835,159.937929135727
169,4831.91084047495,2222.73682757867
170,859.781698312451,533.66302915857
171,2872.60494579655,3180.17082591187
172,3691.73263620806,812.752494572593
173,2584.55128732566,893.099603484598
174,3569.77344471162,2540.44070190754
175,4317.99097662013,315.817329601533
176,1973.40406236611,75.8232603693214
177,3569.2674970198,3203.74255638384
178,487.34479148784,1163.21985100382
179,894.493803147478,1518.20907247153
180,2612.08252386302,1097.15923618945
181,1890.59283362691,2574.98129962211
182,3235.66085582385,2818.90351293125
183,442.37804581178,3045.91165602516
184,4565.58883668441,190.074417949073
185,3504.6910311872,3034.92481609449
186,855.347766185839,1127.47671320589
187,1341.09821094399,536.438572833245
188,1615.07420852925,1948.86616547854
189,2089.83002889536,180.310204345249
190,3065.69226219182,1601.29882755987
191,946.508541843985,1673.02929823752
192,957.013098028833,591.041188175729
193,3322.09000777785,2820.93861317996
194,2538.20922581604,202.586362919511
195,5043.05984013368,2137.58187470271
196,4290.27696272312,2949.24201922474
197,3001.59719522673,1019.5088507544
198,3145.00671356532,1902.7144786435
199,2475.19397217306,1558.74849260434
200,2321.95652173913,1376.16524738003
201,217.03291992213,2263.49301221153
202,2384.61857903112,1212.11349516951
203,1899.11640084192,1426.59223647748
204,1739.06252989636,2351.95348659607
205,3123.82724768309,2699.19826973107
206,1822.57971649312,3296.67957775789
207,4446.03714513293,1381.56399172545
208,16.7700118908499,2369.82601579483
209,3242.73853392317,3017.70358886624
210,859.295775592331,1545.0010093619
211,3632.22402886665,2957.23687524485
212,216.243346341064,2649.98024845825
213,4387.74082984129,2194.13904161662
214,4949.42164558346,2067.21853651878
215,2341.69473209952,2855.19324511828
216,1082.14155660632,3216.9174438319
217,3246.93454876864,1701.46717186484
218,4769.94051196537,3200.65313756099
219,2428.08636733243,529.475254854234
220,4155.43302239448,1833.6050750234
221,2287.35294117647,1278.90949290432
222,1982.63812919168,2559.42176765196
223,882.144260099695,657.412567411676
224,3222.1057717912,2378.95670016191
225,2324.31826274294,152.228915800526
226,4628.02670166264,1699.55352213612
227,635.397595323703,3076.11723770386
228,4626.32379693769,2485.53150425084
229,1084.27575946636,1461.38894424478
230,4687.48246072542,1982.38841502789
231,2895.34023625732,2494.80531284298
232,4849.80973721113,3174.49850276295
233,1367.50561440201,3193.55579068044
234,1074.24986838631,2219.56028717155
235,3434.22238554222,3138.20044914454
236,5061.34946476576,2162.02603094831
237,4661.19605001434,2009.51455723883
238,2332.35062752875,936.528853603963
239,1243.21497705145,2947.74657141352
240,1476.95825777946,1208.2840652778
241,1328.21066601422,3270.05878310561
242,2635.06893393501,1608.29128030325
243,3307.82954732824,2364.21759117087
244,1174.1435849324,3305.84562568553
245,439.142489552912,1167.52398299892
246,1697.84715265347,1162.31565741307
247,517.459703428636,3272.16681982182
248,2754.97944593615,120.699108058187
249,2561.69952570632,2730.05138899243
250,3180.95315280001,2563.96315470982
251,505.115011934695,3312.21188743461
252,4675.96919382121,3255.44589933489
253,842.489719903437,267.722107206641
254,607.003629930774,1106.65007495755
255,2876.64558399576,426.449429389246
256,525.064536794115,2321.0239983886
257,4799.76591329212,1785.92266302743
258,1189.36471160412,3090.92149304726
259,2899.37626408871,2691.45196576187
260,2961.22750018461,1045.50411405781
261,671.135970117444,1302.86350469423
262,4922.16312085337,1822.40072985985
263,863.18651177346,16.7124383798628
264,4237.19427757702,2065.22666846188
265,3840.27747184279,2566.13666663803
266,4024.17931077965,2564.07222945797
267,4944.29335342962,1870.5410694169
268,311.342412671995,2938.12785126377
269,2492.97007192771,2415.07005264513
270,1707.18811872365,2469.75804592773
271,3965.3691382593,2286.04986331416
272,1359.28757028542,1181.41931903117
273,4360.04882696388,83.6319807130076
274,1600.06572616154,153.160078299989
275,2479.14945465865,473.558949019015
276,2498.69114280894,1606.20839360741
277,2599.07250461266,1997.76147386616
278,3888.94164651365,753.934676411075
279,5072.41753524077,3100.23985712226
280,1474.53602593444,2968.01754084105
281,4394.23814492155,1866.7917187739
282,737.556458505333,1650.83395471983
283,731.032834181216,2056.59747318745
284,2960.12423681243,2634.75733812967
285,2219.28233324417,341.57749557904
286,4388.44088545868,2153.21616941576
287,4965.49031449744,2996.89369418784
288,564.471135259211,2961.32156862647
289,843.401104957713,1282.01189241018
290,4814.20687337192,2173.57533696216
291,2888.75643301439,1633.72081789036
292,494.689388208442,3028.060283393
293,1385.61510002515,2488.89466987764
294,2756.0190746178,69.6916190559878
295,1962.61085915703,625.568966047518
296,4284.90884618169,488.567784107262
297,4621.44044392602,1119.73757296977
298,4100.56388911075,2167.31345243353
299,4262.32918311917,2596.0468141495
300,4824.13441416501,1559.55659440744
301,3898.43585396779,3396.38638004245
302,2976.45624237236,2803.33525417828
303,2561.20078418597,260.812488319801
304,640.475280559943,2733.93841674026
305,2194.38692072978,1341.18945854316
306,1415.21561881936,1968.21583621036
307,1059.74875691336,779.394829395877
308,1081.31882012818,1138.09489350658
309,4755.11410696347,1608.42739794739
310,2926.08603154578,2266.47103562522
311,1483.92090355272,2568.77067519536
312,1468.99120423208,899.588983798575
313,2949.97732910252,2247.32802997881
314,2762.611697093,1727.91131709162
315,4576.27950899815,285.893643568044
316,4574.11203547057,2519.62498550945
317,4414.10639753447,2704.74548406257
318,440.294964709615,1300.5889435336
319,668.927035807705,3192.52535159511
320,2654.36117059069,1033.92793135608
321,4833.72511981699,2700.24019374648
322,4472.4682992035,2152.1577713633
323,2384.35082961177,1702.90148118286
324,5021.01100142999,2199.5404647186
325,3029.52570008103,915.112100874295
326,4331.0767371708,580.649940250383
327,4395.08084199174,3345.84896741345
328,3031.77026414727,2594.84581336354
329,2641.13137408639,1666.49766157243
330,5092.26646524727,1523.33860099429
331,3639.03024208664,854.638736171114
332,4008.22235679644,1956.1653254872
333,2169.28597192424,1142.28314525686
334,1913.21165925202,1329.57149410079
335,3023.29245891681,422.30069406639
336,4187.45781486986,3216.17723083185
337,4521.81988455954,1080.5422964024
338,3018.7919490237,1840.63035279646
